CODIGO_MESA|DESCRIPCION|CODIGO_PAIS|NOMBRE_PAIS|CODIGO_DEPARTAMENTO|NOMBRE_DEPARTAMENTO|CODIGO_PROVINCIA|NOMBRE_PROVINCIA|CODIGO_SECCION|NOMBRE_MUNICIPIO|CODIGO_LOCALIDAD|NOMBRE_LOCALIDAD|CODIGO_RECINTO|NOMBRE_RECINTO|NUMERO_MESA|INSCRITOS_HABILITADOS|MNR|MAS-IPSP|LIBRES|MTS|FRI|VOCES|VOTO_VALIDO|VOTO_BLANCO|VOTO_NULO|VOTO_EMITIDO|VOTO_VALIDO_SISTEMA|VOTO_EMITIDO_SISTEMA
7000011|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11008|Esc. Tomas Jose Morales|1|220|0|59|40|2|5|68|174|1|4|179|174|179
7000021|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11008|Esc. Tomas Jose Morales|2|220|0|66|45|2|1|68|182|2|2|186|182|186
7000031|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11008|Esc. Tomas Jose Morales|3|220|0|57|34|2|2|80|175|1|10|186|175|186
7000041|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11008|Esc. Tomas Jose Morales|4|220|0|70|43|0|1|56|170|1|12|183|170|183
7000051|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11008|Esc. Tomas Jose Morales|5|220|0|48|40|0|1|89|178|0|6|184|178|184
7000061|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11008|Esc. Tomas Jose Morales|6|220|0|61|42|3|2|81|189|0|10|199|189|199
7000071|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11008|Esc. Tomas Jose Morales|7|220|0|76|39|1|1|63|180|1|7|188|180|188
7000081|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11008|Esc. Tomas Jose Morales|8|220|0|37|41|0|1|93|172|0|5|177|172|177
7000091|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11008|Esc. Tomas Jose Morales|9|220|0|78|35|1|0|66|180|1|12|193|180|193
7000101|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11008|Esc. Tomas Jose Morales|10|220|0|67|28|0|0|64|159|0|8|167|159|167
7000111|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11008|Esc. Tomas Jose Morales|11|50|0|3|12|0|0|27|42|0|0|42|42|42
7000121|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11025|Esc. Jose Vicente Soliz Y Ramos|1|220|0|64|37|0|1|57|159|2|4|165|159|165
7000131|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11025|Esc. Jose Vicente Soliz Y Ramos|2|220|0|62|41|0|0|72|175|1|3|179|175|179
7000141|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11025|Esc. Jose Vicente Soliz Y Ramos|3|220|0|53|30|1|2|64|150|0|6|156|150|156
7000151|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11025|Esc. Jose Vicente Soliz Y Ramos|4|220|0|68|37|1|0|50|156|1|10|167|156|167
7000161|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11025|Esc. Jose Vicente Soliz Y Ramos|5|220|0|58|32|0|0|75|165|4|6|175|165|175
7000171|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11025|Esc. Jose Vicente Soliz Y Ramos|6|220|0|61|36|0|3|69|169|1|7|177|169|177
7000181|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11025|Esc. Jose Vicente Soliz Y Ramos|7|220|0|53|36|1|1|73|164|1|8|173|164|173
7000191|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11025|Esc. Jose Vicente Soliz Y Ramos|8|220|0|56|43|1|1|69|170|0|10|180|170|180
7000201|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11025|Esc. Jose Vicente Soliz Y Ramos|9|220|0|91|34|2|0|54|181|1|4|186|181|186
7000211|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11025|Esc. Jose Vicente Soliz Y Ramos|10|220|0|68|30|0|2|61|161|0|6|167|161|167
7000221|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11025|Esc. Jose Vicente Soliz Y Ramos|11|220|0|52|33|0|1|79|165|1|3|169|165|169
7000231|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11025|Esc. Jose Vicente Soliz Y Ramos|12|220|0|52|34|1|1|75|163|0|6|169|163|169
7000241|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11025|Esc. Jose Vicente Soliz Y Ramos|13|220|0|69|34|2|2|67|174|0|7|181|174|181
7000251|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11025|Esc. Jose Vicente Soliz Y Ramos|14|220|0|43|51|0|0|68|162|1|3|166|162|166
7000261|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11025|Esc. Jose Vicente Soliz Y Ramos|15|220|0|63|36|1|2|71|173|0|6|179|173|179
7000271|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11025|Esc. Jose Vicente Soliz Y Ramos|16|220|0|63|29|1|0|74|167|1|4|172|167|172
7000281|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11025|Esc. Jose Vicente Soliz Y Ramos|17|220|0|65|28|2|3|80|178|0|5|183|178|183
7000291|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11025|Esc. Jose Vicente Soliz Y Ramos|18|199|0|54|30|0|2|70|156|1|2|159|156|159
7000301|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11026|U.E. Nataniel Garcia Chavez|1|220|0|60|34|2|1|55|152|0|4|156|152|156
7000311|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11026|U.E. Nataniel Garcia Chavez|2|220|0|51|44|0|2|66|163|0|5|168|163|168
7000321|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11026|U.E. Nataniel Garcia Chavez|3|220|0|45|36|1|2|77|161|1|5|167|161|167
7000331|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|11026|U.E. Nataniel Garcia Chavez|4|209|0|47|38|0|2|75|162|0|1|163|162|163
7000341|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|25414|U.E. Nacional La Guardia|1|220|0|56|36|1|3|43|139|0|9|148|139|148
7000351|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|25414|U.E. Nacional La Guardia|2|220|0|57|44|0|0|49|150|0|3|153|150|153
7000361|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|25414|U.E. Nacional La Guardia|3|220|0|57|27|0|1|45|130|0|7|137|130|137
7000371|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|25414|U.E. Nacional La Guardia|4|220|0|58|36|1|1|53|149|1|7|157|149|157
7000381|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|25414|U.E. Nacional La Guardia|5|220|0|66|37|1|2|48|154|0|3|157|154|157
7000391|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|25414|U.E. Nacional La Guardia|6|220|0|46|34|1|2|50|133|0|4|137|133|137
7000401|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|25414|U.E. Nacional La Guardia|7|220|0|54|29|3|1|62|149|1|5|155|149|155
7000411|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|25414|U.E. Nacional La Guardia|8|220|0|60|35|2|1|54|152|0|3|155|152|155
7000421|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|25414|U.E. Nacional La Guardia|9|220|0|61|26|0|1|58|146|0|7|153|146|153
7000431|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|25414|U.E. Nacional La Guardia|10|28|0|8|4|0|1|3|16|0|3|19|16|19
7000441|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|32043|Coliseo de la Guardia (Temporal)|1|220|0|57|33|0|3|87|180|0|4|184|180|184
7000451|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|32043|Coliseo de la Guardia (Temporal)|2|220|0|46|53|0|0|79|178|0|9|187|178|187
7000461|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|32043|Coliseo de la Guardia (Temporal)|3|220|0|58|30|0|1|91|180|0|7|187|180|187
7000471|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|32043|Coliseo de la Guardia (Temporal)|4|220|0|39|56|1|0|86|182|0|3|185|182|185
7000481|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|32043|Coliseo de la Guardia (Temporal)|5|220|0|56|48|0|1|78|183|3|6|192|183|192
7000491|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|32043|Coliseo de la Guardia (Temporal)|6|220|0|50|56|1|2|73|182|0|3|185|182|185
7000501|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|32043|Coliseo de la Guardia (Temporal)|7|220|0|58|43|2|1|83|187|0|2|189|187|189
7000511|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|32043|Coliseo de la Guardia (Temporal)|8|220|0|52|35|0|1|82|170|0|7|177|170|177
7000521|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|32043|Coliseo de la Guardia (Temporal)|9|59|0|12|13|1|0|24|50|0|1|51|50|51
7000531|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2250|La Guardia|25673|U.E. Rvdo. Padre David Machachlan|1|212|0|61|43|1|0|44|149|1|4|154|149|154
